cluster	status	loglr	df	p	p.adjust	genes	annotations
chr10:clu_783_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000119943.13	NE,PR
chr10:clu_784_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000107521.21,ENSG00000289758.1,ENSG00000119943.13	NE,PR
chr10:clu_785_-	Success	1.4266357421875	2.0	0.24011537495179106	0.35350763557826753	ENSG00000107521.21,ENSG00000289758.1	PR
chr10:clu_786_-	Success	0.1512451171875	2.0	0.8596369610383934	0.8771321087977031	ENSG00000107521.21,ENSG00000289758.1	PR
chr10:clu_787_-	Success	10.55615234375	4.0	0.0003008392833578178	0.001296074862917622	ENSG00000107521.21,ENSG00000289758.1	PR,UP
chr10:clu_788_-	Success	20.455322265625	2.0	1.3072733702247535e-09	1.3041608145813613e-08	ENSG00000107521.21,ENSG00000289758.1	PR
chr10:clu_789_-	Success	8.18853759765625	1.0	5.190928422924041e-05	0.00025588223637707923	ENSG00000107521.21,ENSG00000289758.1	NE,PR
chr10:clu_78_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000077327.16	PR
chr10:clu_790_-	Success	0.415252685546875	1.0	0.36212643639461606	0.47121421381783896	ENSG00000107521.21,ENSG00000289758.1	PR
chr10:clu_791_-	Success	5.1151123046875	2.0	0.006005303372832899	0.016445896164816894	ENSG00000155287.12	PR
chr10:clu_792_-	Success	0.596435546875	1.0	0.274751186764244	0.38892144342641294	ENSG00000014919.13	PR
chr10:clu_793_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000107554.17	PR
chr10:clu_794_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000107566.14	PR
chr10:clu_795_-	Success	7.56976318359375	1.0	9.985068658014833e-05	0.00046486041863424613	ENSG00000213341.11	PR,UP
chr10:clu_796_-	Success	1.054931640625	2.0	0.34821623033647886	0.45951383695244663	ENSG00000095485.18	PR
chr10:clu_797_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000095485.18	PR,UP
chr10:clu_798_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000095485.18	PR,UP
chr10:clu_799_-	Success	12.025390625	7.0	0.0011161687912842216	0.003625385453861154	ENSG00000095485.18	PR,UP
chr10:clu_79_+	Success	3.839630126953125	2.0	0.021501552719316596	0.04923033108958281	ENSG00000148450.13	PR,UP
chr10:clu_7_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000232656.10	IN
chr10:clu_800_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000095485.18	PR
chr10:clu_801_-	Success	4.7801361083984375	1.0	0.001988336210330556	0.006037049798032631	ENSG00000196072.12	PR
chr10:clu_802_-	Success	1.42523193359375	2.0	0.2404526876845018	0.35350763557826753	ENSG00000196072.12	NE,PR
chr10:clu_803_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000075826.17	PR
chr10:clu_804_-	Success	3.2093505859375	2.0	0.040382829936018626	0.08213789195724178	ENSG00000075826.17	PR
chr10:clu_805_-	Success	2.517578125	2.0	0.08065470601728596	0.14629576545992562	ENSG00000075826.17	PR,UP
chr10:clu_806_-	Success	1.29901123046875	2.0	0.2728013974336042	0.38747045940569547	ENSG00000075826.17	PR,UP
chr10:clu_807_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000075826.17	PR,UP
chr10:clu_808_-	Success	2.25494384765625	2.0	0.10487943279690579	0.18464068210883833	ENSG00000075826.17	PR,UP
chr10:clu_809_-	Success	0.59393310546875	2.0	0.5521513389765531	0.657248326793113	ENSG00000255339.6,ENSG00000075826.17	PR,UP
chr10:clu_80_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000120549.19	PR
chr10:clu_810_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000255339.6,ENSG00000075826.17	PR,UP
chr10:clu_811_-	Success	3.51318359375	2.0	0.029801886152967496	0.06436592937161537	ENSG00000255339.6,ENSG00000075826.17	PR,UP
chr10:clu_812_-	Success	32.7843017578125	4.0	1.9528712015173095e-13	3.409387639315636e-12	ENSG00000255339.6,ENSG00000075826.17,ENSG00000166136.16	NE,PR,UP
chr10:clu_813_-	Success	6.3162841796875	1.0	0.00037908398961973507	0.0015171455769595007	ENSG00000255339.6,ENSG00000166136.16	PR,UP
chr10:clu_814_-	Success	5.9881591796875	1.0	0.000538809326854866	0.0020523737086562623	ENSG00000255339.6,ENSG00000166136.16	PR
chr10:clu_815_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000055950.17	PR
chr10:clu_816_-	Success	3.8463134765625	5.0	0.17400897009639327	0.2772234162372197	ENSG00000055950.17	PR
chr10:clu_817_-	Success	4.950927734375	2.0	0.007076840454467408	0.018916202368500088	ENSG00000055950.17	PR
chr10:clu_818_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000186862.20	PR
chr10:clu_819_-	Success	0.2862091064453125	1.0	0.449299579994905	0.5619597731876572	ENSG00000166169.17	PR
chr10:clu_81_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000120549.19	PR
chr10:clu_820_-	Success	27.513427734375	9.0	1.2036847646316124e-08	1.0292732987360115e-07	ENSG00000166169.17	NE,PR
chr10:clu_821_-	Success	0.2080078125	2.0	0.8122006913692512	0.8486585777648785	ENSG00000166169.17	PR
chr10:clu_822_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000107829.15	NE,PR
chr10:clu_823_-	Success	1.00341796875	1.0	0.15659160959412693	0.2533277390731243	ENSG00000107833.11	PR,UP
chr10:clu_824_-	Success	12.054931640625	2.0	5.815803289387126e-06	3.481173683218866e-05	ENSG00000107833.11	PR,UP
chr10:clu_825_-	Success	2.3369140625	2.0	0.09662535843830584	0.17228095823680914	ENSG00000198408.14	PR
chr10:clu_826_-	Success	5.338134765625	4.0	0.03045362508605576	0.0654362508259352	ENSG00000198408.14	NE,PR,UP
chr10:clu_827_-	Success	1.3369140625	2.0	0.26265495601118855	0.3768918718105754	ENSG00000198408.14	PR
chr10:clu_828_-	Success	1.325439453125	2.0	0.2656861768099688	0.3786479866781528	ENSG00000198408.14	PR
chr10:clu_829_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000120049.20	PR,UP
chr10:clu_82_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000120549.19	PR
chr10:clu_830_-	Success	2.262939453125	2.0	0.10404420176903066	0.1839431246465141	ENSG00000120049.20	PR
chr10:clu_831_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000120049.20	PR,UP
chr10:clu_832_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000120049.20	PR
chr10:clu_833_-	Success	0.02972412109375	2.0	0.9707132959341775	0.9753689951952527	ENSG00000120029.13	PR
chr10:clu_834_-	Success	5.72393798828125	1.0	0.0007157576731594639	0.00265400411552049	ENSG00000198728.11	PR
chr10:clu_835_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000059915.17	PR,UP
chr10:clu_836_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000059915.17	PR
chr10:clu_837_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000059915.17	PR
chr10:clu_838_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000059915.17	NE,PR
chr10:clu_839_-	Success	1.278564453125	2.0	0.2784367226570475	0.3928114033444542	ENSG00000107874.11	NE,PR
chr10:clu_83_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000120549.19	PR
chr10:clu_840_-	Success	1.9384765625	2.0	0.14392304060691166	0.2355615391183437	ENSG00000138107.13	PR
chr10:clu_841_-	Success	2.940673828125	2.0	0.05283011832247512	0.10441424328828809	ENSG00000138107.13	PR,UP
chr10:clu_842_-	Success	0.123382568359375	1.0	0.6193621112384051	0.7208686794691438	ENSG00000076685.19	PR,UP
chr10:clu_843_-	Success	1.05340576171875	2.0	0.3487479717204726	0.45951383695244663	ENSG00000076685.19	PR,UP
chr10:clu_844_-	Success	5.28863525390625	2.0	0.005048645679667332	0.014009155892586837	ENSG00000076685.19	PR
chr10:clu_845_-	Success	10.414306640625	5.0	0.0008727271897621306	0.003041156884256438	ENSG00000076685.19	NE,PR,UP
chr10:clu_846_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000076685.19	PR
chr10:clu_847_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000156374.16	PR
chr10:clu_848_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000156374.16	PR,UP
chr10:clu_849_-	Success	1.3359375	5.0	0.7504165556380209	0.8062167610572584	ENSG00000173915.16	PR
chr10:clu_84_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000185875.13	PR
chr10:clu_850_-	Success	3.376068115234375	3.0	0.08023199644022673	0.14616176742806522	ENSG00000138172.11	NE,PR
chr10:clu_851_-	Success	15.95367431640625	2.0	1.1787108420880582e-07	9.49768928528647e-07	ENSG00000107957.17	PR
chr10:clu_852_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000107957.17	PR,UP
chr10:clu_853_-	Success	0.6920013427734375	2.0	0.5005732472547166	0.6114874361508054	ENSG00000289744.1,ENSG00000107960.12	PR,UP
chr10:clu_854_-	<=1 junction in cluster	NA	NA	NA	NA	ENSG00000289744.1,ENSG00000107960.12	PR
chr10:clu_855_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000108018.16	PR
chr10:clu_856_-	Success	14.499755859375	3.0	2.2399581297275693e-06	1.5642374272597527e-05	ENSG00000108039.18	PR
chr10:clu_857_-	Success	7.81005859375	10.0	0.11103566584870002	0.1914565596321206	ENSG00000108039.18	NE,PR
chr10:clu_858_-	Success	0.040130615234375	1.0	0.7769437111093025	0.828344567315007	ENSG00000119953.14	PR,UP
chr10:clu_859_-	Success	1.547393798828125	1.0	0.07854340154454481	0.14371041592648154	ENSG00000119953.14	PR,UP
chr10:clu_85_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000148459.16	PR,UP
chr10:clu_860_-	<=1 junction in cluster	NA	NA	NA	NA	ENSG00000119953.14	PR
chr10:clu_861_-	Success	20.55712890625	9.0	4.768024708131288e-06	2.981794556279119e-05	ENSG00000214413.9	PR,UP
chr10:clu_862_-	Success	3.7014617919921875	1.0	0.006511796146406606	0.017717159645093298	ENSG00000023041.12	PR
chr10:clu_863_-	Success	11.016265869140625	1.0	2.6806820941364033e-06	1.8413209794150048e-05	ENSG00000023041.12	PR,UP
chr10:clu_864_-	Success	5.44012451171875	1.0	0.0009719517744690499	0.003257982348020255	ENSG00000023041.12	PR
chr10:clu_865_-	Success	4.31280517578125	1.0	0.0033146935867362968	0.009712284005891667	ENSG00000023041.12	PR
chr10:clu_866_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000198924.8	NE,PR
chr10:clu_867_-	<=1 junction in cluster	NA	NA	NA	NA	ENSG00000165813.20	PR
chr10:clu_868_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000165813.20	PR
chr10:clu_869_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000169129.16	PR
chr10:clu_86_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000148459.16	PR,UP
chr10:clu_870_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000169129.16	PR
chr10:clu_871_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000099204.22	PR
chr10:clu_872_-	Success	30.1600341796875	2.0	7.9737677468372e-14	1.4526124721412115e-12	ENSG00000099204.22	PR
chr10:clu_873_-	Success	10.66302490234375	2.0	2.3394142151546556e-05	0.0001232603159545011	ENSG00000099204.22	PR
chr10:clu_874_-	Success	23.142303466796875	2.0	8.900723416054876e-11	1.0655437460934265e-09	ENSG00000099204.22	PR
chr10:clu_875_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000165868.16	NE,PR
chr10:clu_876_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000187164.20	PR
chr10:clu_877_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000187164.20	PR
chr10:clu_878_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000165650.12	PR,UP
chr10:clu_879_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000229847.9	IN
chr10:clu_87_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000148459.16	PR,UP
chr10:clu_880_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000107560.12	PR
chr10:clu_881_-	Success	1.983551025390625	2.0	0.13757981942549408	0.22695253676882685	ENSG00000165669.14	PR,UP
chr10:clu_882_-	Success	1.1893310546875	2.0	0.3044248395381015	0.4173151670135735	ENSG00000165669.14	PR,UP
chr10:clu_883_-	Success	3.2618408203125	2.0	0.03831779687666083	0.07902998316381024	ENSG00000165669.14	PR
chr10:clu_884_-	Success	1.418212890625	2.0	0.24214637250100865	0.35475290237035884	ENSG00000183605.17	PR
chr10:clu_885_-	Success	3.111572265625	2.0	0.04453088588967954	0.08927483821902261	ENSG00000183605.17	PR
chr10:clu_886_-	Success	0.018218994140625	1.0	0.8486138349826714	0.8736343903138558	ENSG00000183605.17	PR
chr10:clu_887_-	Success	1.6704177856445312	1.0	0.06758028246643871	0.12870971978835372	ENSG00000148908.15	PR,UP
chr10:clu_888_-	Success	0.5704193115234375	1.0	0.28547519198546767	0.39738905462428886	ENSG00000148908.15	PR,UP
chr10:clu_889_-	Success	10.57086181640625	1.0	4.26539367230228e-06	2.7924999198353993e-05	ENSG00000148908.15	PR
chr10:clu_88_+	Success	0.305511474609375	1.0	0.4344029114802005	0.5449545506293533	ENSG00000120539.15	PR
chr10:clu_890_-	Success	1.5589599609375	2.0	0.21035473461278847	0.32226338797611215	ENSG00000151923.18	NE,PR,UP
chr10:clu_891_-	Success	5.8157958984375	3.0	0.008757863601596616	0.02265151141400606	ENSG00000151923.18	NE,PR,UP
chr10:clu_892_-	Success	0.360107421875	1.0	0.3960734455551542	0.5044218045216098	ENSG00000151923.18	PR
chr10:clu_893_-	Success	0.854248046875	3.0	0.6350465743337981	0.7270068706171077	ENSG00000151923.18	NE,PR
chr10:clu_894_-	Success	1.7861328125	1.0	0.05875210032556432	0.11344299555949977	ENSG00000197771.13	PR
chr10:clu_895_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000197771.13	NE,PR
chr10:clu_896_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000066468.24	PR
chr10:clu_897_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000066468.24	PR
chr10:clu_898_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000066468.24	NE,PR
chr10:clu_899_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000066468.24	PR
chr10:clu_89_+	Success	2.52734375	4.0	0.2817321052169578	0.3948018464411549	ENSG00000120539.15	PR
chr10:clu_8_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000047056.18	PR
chr10:clu_900_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000107669.19	PR
chr10:clu_901_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000107669.19	PR
chr10:clu_902_-	Success	-0.04144287109375	2.0	1.0	1.0	ENSG00000107669.19	NE,PR
chr10:clu_903_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000107669.19	PR
chr10:clu_904_-	Success	0.054412841796875	1.0	0.7414850593976532	0.8046657860820206	ENSG00000107672.15	PR
chr10:clu_905_-	Success	22.49658203125	2.0	1.6976906709196748e-10	1.9225199759874155e-09	ENSG00000107672.15	PR,UP
chr10:clu_906_-	Success	7.72198486328125	3.0	0.0014739936692274521	0.004541201083869871	ENSG00000213185.7	NE,PR
chr10:clu_907_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000119965.13	PR,UP
chr10:clu_908_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000119965.13	PR,UP
chr10:clu_909_-	Success	2.319915771484375	3.0	0.20015164220687193	0.3106056966099235	ENSG00000095574.12	NE,PR
chr10:clu_90_+	Success	15.50439453125	4.0	3.04878364874907e-06	2.0603876593965488e-05	ENSG00000099246.18	PR
chr10:clu_910_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000121898.13	PR
chr10:clu_911_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000182022.18	PR
chr10:clu_912_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000065154.12	PR,UP
chr10:clu_913_-	Success	0.5078125	3.0	0.7974712406542617	0.841663601597319	ENSG00000065154.12	NE,PR
chr10:clu_914_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000189319.14,ENSG00000258539.1	NE,PR
chr10:clu_915_-	Success	23.570068359375	2.0	5.8029572805082835e-11	7.151291472155797e-10	ENSG00000258539.1,ENSG00000203791.15	PR
chr10:clu_916_-	Success	10.368255615234375	1.0	5.270149594773151e-06	3.200279246681088e-05	ENSG00000258539.1,ENSG00000203791.15	PR,UP
chr10:clu_917_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000175029.17	PR,UP
chr10:clu_918_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000175029.17	PR
chr10:clu_919_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000175029.17	PR
chr10:clu_91_+	Success	2.209228515625	3.0	0.219680081767114	0.3314505798188316	ENSG00000095787.26	PR
chr10:clu_920_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000175029.17	NE,PR
chr10:clu_921_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000224023.10,ENSG00000280561.1	IN
chr10:clu_922_-	Success	26.1673583984375	6.0	1.5970315454931404e-09	1.556177250143316e-08	ENSG00000188690.15	PR,UP
chr10:clu_923_-	Success	6.6995849609375	1.0	0.00025173567646710255	0.0011220983876565529	ENSG00000188690.15	PR
chr10:clu_924_-	Success	1.0537109375	2.0	0.34864155852393436	0.45951383695244663	ENSG00000188690.15	PR
chr10:clu_925_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000154493.20	PR
chr10:clu_926_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000148773.14	PR,UP
chr10:clu_927_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000148773.14	PR
chr10:clu_928_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000148773.14	NE,PR
chr10:clu_929_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000237489.5	PR,UP
chr10:clu_92_+	Success	8.029296875	3.0	0.001103044700936655	0.0036107478882223313	ENSG00000095787.26	NE,PR
chr10:clu_930_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000237489.5	PR,UP
chr10:clu_931_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000176769.9	PR,UP
chr10:clu_932_-	Success	2.4396514892578125	1.0	0.027180593015773746	0.060079358505281184	ENSG00000176171.12	PR
chr10:clu_933_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000165752.17	NE,PR,UP
chr10:clu_934_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000165752.17	PR
chr10:clu_935_-	Success	42.56494140625	4.0	1.4236982755024654e-17	4.971079811962775e-16	ENSG00000165752.17	NE,PR
chr10:clu_936_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000171811.14	PR
chr10:clu_937_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000171811.14	PR
chr10:clu_938_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000151651.16	PR
chr10:clu_939_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000151651.16	PR
chr10:clu_93_+	Success	0.0055999755859375	1.0	0.9157173753138778	0.929020775439503	ENSG00000095787.26	PR,UP
chr10:clu_940_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000151651.16	PR
chr10:clu_941_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000151651.16	PR
chr10:clu_942_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000151651.16	PR
chr10:clu_943_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000151651.16	PR,UP
chr10:clu_944_-	Success	0.580718994140625	1.0	0.2811675138612768	0.3948018464411549	ENSG00000130640.15	PR,UP
chr10:clu_945_-	Success	4.788444519042969	1.0	0.0019704200507252843	0.006026321177035723	ENSG00000130640.15	NE,PR
chr10:clu_946_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000130643.9	NE,PR
chr10:clu_947_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000130643.9	PR
chr10:clu_948_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000148803.12	PR
chr10:clu_949_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000148803.12	NE,PR
chr10:clu_94_+	Success	7.9921875	2.0	0.0003380936939022817	0.0013753520169422918	ENSG00000095787.26	PR
chr10:clu_950_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000171772.17	PR
chr10:clu_951_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000171772.17	PR
chr10:clu_95_+	Success	0.97967529296875	2.0	0.37543298479164294	0.4810593902987718	ENSG00000095787.26	PR
chr10:clu_96_+	Success	7.535888671875	2.0	0.0005335868690594889	0.002051127505834182	ENSG00000095787.26	NE,PR,UP
chr10:clu_97_+	Success	1.5604248046875	1.0	0.07729647192864736	0.14204921814957563	ENSG00000095787.26	PR
chr10:clu_98_+	Success	3.625274658203125	1.0	0.007087932629724376	0.018916202368500088	ENSG00000291093.1,ENSG00000224597.13	IN
chr10:clu_99_+	Success	14.92474365234375	4.0	5.252168346758687e-06	3.200279246681088e-05	ENSG00000291093.1,ENSG00000224597.13	IN
chr10:clu_9_+	Success	2.587047576904297	1.0	0.022926108939901473	0.051924538626047116	ENSG00000047056.18	NE,PR
