intron	logef_Brain-FrontalCortex_BA9	psi_Cells-EBV-transformedlymphocytes	psi_Brain-FrontalCortex_BA9	deltapsi_Brain-FrontalCortex_BA9
chr10:70140141:70145420:clu_651_-:PR	0.32924658	0.033889074	0.039308764	0.00541969
chr10:70143972:70145420:clu_651_-:PR	0.042178158	0.31877786	0.27748895	-0.041288912
chr10:70143972:70146532:clu_651_-:UP	-0.61982715	0.015046911	0.0067561534	-0.008290758
chr10:70161931:70162689:clu_653_-:PR	-1.5358036	0.15219976	0.0034661423	-0.14873362
chr10:70161931:70170412:clu_653_-:PR	2.5122201	0.7612365	0.9930848	0.2318483
chr10:70162759:70170412:clu_653_-:PR	-0.976417	0.08656375	0.0034491094	-0.08311464
chr10:70209685:70210194:clu_654_-:NE	-0.13760369	0.0027031072	0.0020541153	-0.0006489919
chr10:70209685:70213462:clu_654_-:PR	0.13760367	0.99729687	0.9979459	0.000649035
chr10:70301508:70323862:clu_656_-:PR	0.076482594	0.21277297	0.27131203	0.058539063
chr10:70301508:70340552:clu_656_-:PR	-0.07835781	0.058379855	0.06376308	0.005383227
chr10:70324030:70340552:clu_656_-:PR	-0.032705326	0.24064624	0.27511352	0.03446728
chr10:70324030:70376451:clu_656_-:PR	-0.005156046	0.013195646	0.015507011	0.0023113647
chr10:70340702:70376451:clu_656_-:PR	-0.6834502	0.29966354	0.17871125	-0.12095229
chr10:70340702:70382548:clu_656_-:PR	1.543466	0.014309664	0.07911975	0.06481008
chr10:70376596:70382493:clu_656_-:PR	-0.3215842	0.0068368325	0.0058550327	-0.0009817998
chr10:70376596:70382548:clu_656_-:PR	-0.49869487	0.1541952	0.11061833	-0.043576874
chr10:70882485:70885151:clu_657_-:UP	-0.1721523	0.05493757	0.03956816	-0.015369412
chr10:70884048:70885151:clu_657_-:PR	0.17215228	0.9450624	0.9604318	0.015369415
chr10:70885929:70887852:clu_658_-:UP	0.9546295	0.0076030456	0.04915767	0.041554626
chr10:70885929:70888530:clu_658_-:PR	-0.95462936	0.99239695	0.9508423	-0.04155463
chr10:71822007:71823887:clu_660_-:PR	1.7893714	0.067779966	0.5168676	0.44908762
chr10:71822007:71825836:clu_660_-:PR	-3.4897337	0.86780113	0.033729658	-0.83407146
chr10:71823896:71825836:clu_660_-:PR	1.7003632	0.06441895	0.4494028	0.38498387
chr10:72097450:72102333:clu_662_-:PR	0.5922709	0.03365909	0.07742283	0.043763738
chr10:72097450:72102849:clu_662_-:PR	0.015901051	0.07468907	0.096540466	0.021851398
chr10:72097450:72128081:clu_662_-:PR	-0.40009588	0.7675061	0.65443885	-0.11306727
chr10:72102412:72102849:clu_662_-:PR	-0.043189332	0.038548462	0.046967424	0.008418962
chr10:72102412:72128081:clu_662_-:PR	-0.4009918	0.017474148	0.0148865525	-0.002587596
chr10:72102967:72128081:clu_662_-:PR	0.23610513	0.068123125	0.10974389	0.04162077
chr10:72133181:72152868:clu_663_-:PR	0.21839556	0.57205576	0.5560281	-0.01602763
chr10:72133181:72161537:clu_663_-:PR	-0.5952679	0.061309315	0.026412852	-0.034896463
chr10:72152988:72161537:clu_663_-:PR	0.37687242	0.3666349	0.41755897	0.050924063
chr10:72210831:72212187:clu_665_-:NE	-0.12410797	0.0101346625	0.009831492	-0.00030317064
chr10:72210831:72213186:clu_665_-:PR	-0.10033508	0.97199374	0.96560186	-0.006391883
chr10:72212285:72213186:clu_665_-:NE	0.22444305	0.017871546	0.024566654	0.0066951085
chr10:72213277:72216206:clu_666_-:PR	2.9564726	0.015907232	0.032483887	0.016576655
chr10:72213331:72215776:clu_666_-:PR	1.4160949	0.015957663	0.0069833696	-0.008974293
chr10:72213331:72215781:clu_666_-:PR	2.4685066	0.2918022	0.36579755	0.07399535
chr10:72213331:72216206:clu_666_-:PR	2.2671363	0.5802624	0.594734	0.0144715905
chr10:72213331:72216820:clu_666_-:PR	-9.108211	0.09607052	1.1298947e-06	-0.09606939
chr10:72334617:72335779:clu_667_-:PR	-0.6530644	0.7279837	0.42025858	-0.30772513
chr10:72334617:72335833:clu_667_-:PR	0.65306437	0.27201626	0.57974136	0.3077251
chr10:72375872:72379463:clu_668_-:UP	0.06876918	0.008242515	0.009517164	0.001274649
chr10:72375872:72407928:clu_668_-:PR	-0.077246614	0.9813541	0.97917354	-0.0021805763
chr10:72379583:72407928:clu_668_-:UP	0.008477449	0.0104033435	0.011309315	0.000905972
chr10:72508269:72524734:clu_670_-:PR	5.1149144	8.867214e-07	0.036452368	0.03645148
chr10:72508269:72533745:clu_670_-:PR	-5.600346	0.9207792	0.8404577	-0.08032155
chr10:72524746:72533745:clu_670_-:PR	7.661246	2.0613086e-07	0.10812833	0.10812812
chr10:72533162:72533745:clu_670_-:PR	-7.1758137	0.079219714	0.014961554	-0.06425816
chr10:73014289:73016845:clu_672_-:PR	4.14059	0.99398893	0.99999845	0.006009519
chr10:73014289:73030270:clu_672_-:PR	-4.1405897	0.0060110344	1.5314266e-06	-0.006009503
chr10:73030370:73043886:clu_673_-:PR	-0.39517096	0.7004086	0.5147214	-0.18568718
chr10:73030370:73044980:clu_673_-:PR	0.3951709	0.29959136	0.48527858	0.18568721
chr10:73043957:73046924:clu_674_-:PR	-0.38347545	0.72099936	0.5454921	-0.17550725
chr10:73045051:73046924:clu_674_-:PR	0.38347542	0.2790007	0.45450792	0.17550722
chr10:73148404:73152292:clu_675_-:PR	-0.20386001	0.3431438	0.3659878	0.022844017
chr10:73148404:73154255:clu_675_-:PR	0.9178976	0.0025633727	0.008394122	0.0058307494
chr10:73152421:73154255:clu_675_-:PR	-0.37157875	0.32299694	0.29130608	-0.031690866
chr10:73152421:73156274:clu_675_-:UP	-0.08133577	0.003158041	0.0038073235	0.0006492825
chr10:73154448:73156274:clu_675_-:PR	-0.26112318	0.3281378	0.33050466	0.0023668706
chr10:73160551:73163732:clu_676_-:PR	0.51731414	0.4852762	0.5239273	0.03865108
chr10:73160551:73167865:clu_676_-:PR	-0.94023967	0.04048044	0.010174654	-0.030305784
chr10:73163950:73167865:clu_676_-:PR	0.4229257	0.47424337	0.46589813	-0.008345246
chr10:73249318:73251762:clu_677_-:PR	0.08621329	0.032171503	0.03799565	0.0058241487
chr10:73250991:73251762:clu_677_-:PR	-0.08621328	0.9678286	0.96200436	-0.0058242083
chr10:73252023:73252469:clu_678_-:PR	-0.3568532	0.9782322	0.9565452	-0.02168703
chr10:73252037:73252469:clu_678_-:UP	0.35685316	0.021767844	0.043454792	0.021686949
chr10:73376217:73377444:clu_681_-:UP	-0.07664012	0.0046053543	0.0036805966	-0.0009247577
chr10:73376217:73378910:clu_681_-:PR	0.14896876	0.9927099	0.99416447	0.0014545918
chr10:73377566:73378910:clu_681_-:UP	-0.072328664	0.0026847348	0.0021549093	-0.00052982545
chr10:73388414:73396043:clu_682_-:PR	2.109518	0.004901839	0.39421698	0.38931516
chr10:73388414:73396518:clu_682_-:PR	-3.834623	0.9878378	0.20823523	-0.7796025
chr10:73396109:73396518:clu_682_-:PR	1.7251058	0.007260411	0.39754775	0.39028734
chr10:73398385:73400802:clu_683_-:PR	-0.29038045	0.58770114	0.53323054	-0.0544706
chr10:73398385:73414011:clu_683_-:NE	-0.38923538	0.024147468	0.019847138	-0.00430033
chr10:73400857:73408194:clu_683_-:PR	0.763784	0.009467997	0.024650991	0.015182994
chr10:73400857:73414011:clu_683_-:PR	-0.08416813	0.37868336	0.42227134	0.043587983
chr10:73438420:73439871:clu_684_-:PR	0.5613843	0.5121891	0.5107952	-0.0013939142
chr10:73438420:73444724:clu_684_-:PR	-1.1653804	0.021378731	0.00379205	-0.017586682
chr10:73439901:73444724:clu_684_-:PR	0.6039962	0.46643218	0.48541272	0.018980533
chr10:73446573:73454411:clu_685_-:PR	-1.9141072	0.4815316	0.49067864	0.009147048
chr10:73446576:73448663:clu_685_-:PR	0.9613212	0.00097344146	0.017589962	0.016616521
chr10:73446576:73454411:clu_685_-:PR	-2.036004	0.51731217	0.46664426	-0.05066791
chr10:73448690:73454411:clu_685_-:PR	2.9887896	0.00018280075	0.025087146	0.024904346
chr10:73798059:73802673:clu_695_-:UP	0.20703629	0.0057984693	0.0087468745	0.0029484052
chr10:73802576:73802673:clu_695_-:PR	-0.20703627	0.9942015	0.99125314	-0.0029483438
chr10:73802776:73802971:clu_696_-:PR	-0.12679426	0.91219723	0.8896504	-0.022546828
chr10:73802776:73803008:clu_696_-:UP	0.12679425	0.08780275	0.11034961	0.022546858
chr10:73817554:73818208:clu_697_-:UP	-1.6386414	0.03582192	0.020547004	-0.015274914
chr10:73817554:73819531:clu_697_-:PR	0.1097679	0.10301069	0.33947402	0.23646334
chr10:73817554:73821681:clu_697_-:PR	-1.8780106	0.7977688	0.36018035	-0.43758842
chr10:73818895:73819531:clu_697_-:UP	3.3824701	0.00013618953	0.011840889	0.0117047
chr10:73819617:73821681:clu_697_-:UP	-0.37284368	0.0042237644	0.008590696	0.004366932
chr10:73819645:73821681:clu_697_-:PR	0.3972569	0.059038576	0.25936708	0.2003285
chr10:73824084:73825278:clu_698_-:PR	-2.494679	0.29400966	0.20629764	-0.08771202
chr10:73824084:73825320:clu_698_-:PR	-3.493964	0.07241304	0.018705333	-0.05370771
chr10:73824084:73828088:clu_698_-:PR	5.5295773	9.099453e-05	0.1950016	0.1949106
chr10:73824084:73837467:clu_698_-:PR	-3.1522403	0.07767657	0.028238881	-0.04943769
chr10:73825347:73828088:clu_698_-:PR	4.4255805	9.5468706e-05	0.06783035	0.067734875
chr10:73825347:73837467:clu_698_-:PR	-3.0988035	0.5524564	0.21186668	-0.3405897
chr10:73828121:73837467:clu_698_-:PR	2.2845292	0.0032579731	0.27205953	0.26880157
chr10:73837511:73839538:clu_699_-:PR	1.202096	0.009047727	0.28913575	0.28008804
chr10:73837511:73842168:clu_699_-:PR	-3.129716	0.9864606	0.41434306	-0.57211757
chr10:73839601:73842168:clu_699_-:PR	1.9276204	0.0044916114	0.29652122	0.29202962
chr10:73849333:73852253:clu_700_-:PR	0.2683738	0.41817823	0.46213272	0.04395449
chr10:73849333:73860829:clu_700_-:NE	-0.36417472	0.009320907	0.005472065	-0.0038488423
chr10:73853246:73860829:clu_700_-:PR	0.09580102	0.57250094	0.53239524	-0.0401057
chr10:74138382:74138805:clu_702_-:PR	0.022853997	0.377452	0.3896823	0.012230307
chr10:74138382:74150754:clu_702_-:PR	0.0797011	0.23809901	0.2601926	0.022093594
chr10:74138931:74150754:clu_702_-:PR	-0.10255511	0.384449	0.3501251	-0.0343239
chr10:75234992:75235059:clu_703_-:PR	1.5659028	0.63644433	0.63538915	-0.001055181
chr10:75234992:75235834:clu_703_-:PR	-3.1826653	0.016586464	0.0001434684	-0.016442996
chr10:75235743:75235834:clu_703_-:PR	1.6167631	0.3469692	0.36446738	0.017498195
chr10:79766324:79804484:clu_717_-:IN	0.41510713	0.9270727	0.966843	0.039770305
chr10:79798027:79804484:clu_717_-:IN	-0.41510707	0.07292732	0.033156976	-0.039770342
chr10:79804527:79806038:clu_718_-:IN	0.058852848	0.3375385	0.3620692	0.024530679
chr10:79804527:79814612:clu_718_-:IN	-0.30958048	0.005570332	0.004133717	-0.0014366149
chr10:79806122:79808758:clu_718_-:IN	-0.042683586	0.2610938	0.25302765	-0.008066148
chr10:79806122:79808762:clu_718_-:IN	0.43614733	0.04465694	0.06985766	0.025200717
chr10:79806122:79814612:clu_718_-:IN	0.7666234	0.025334002	0.05515093	0.029816927
chr10:79808832:79814612:clu_718_-:IN	-0.2361464	0.31009948	0.24765816	-0.06244132
chr10:79808963:79814612:clu_718_-:IN	-0.67321324	0.015706938	0.008102656	-0.0076042814
chr10:79814716:79825287:clu_719_-:IN	-0.5328902	0.01681221	0.0058556516	-0.010956559
chr10:79814716:79826197:clu_719_-:IN	0.53289014	0.9831878	0.9941444	0.010956585
chr10:80155912:80156377:clu_720_-:PR	-3.7924223	0.0044631977	2.7084716e-05	-0.004436113
chr10:80155912:80157640:clu_720_-:PR	1.4187487	0.49094644	0.54612905	0.055182606
chr10:80155912:80157966:clu_720_-:PR	0.69054514	0.0032894507	0.0017665653	-0.0015228854
chr10:80156498:80157640:clu_720_-:PR	0.47197753	0.0021801097	0.0009409401	-0.0012391696
chr10:80157763:80157966:clu_720_-:PR	1.2111503	0.49912074	0.45113635	-0.04798439
chr10:80172869:80176106:clu_722_-:PR	0.025153577	0.40794635	0.4026167	-0.0053296387
chr10:80172869:80205342:clu_722_-:PR	0.32604682	0.222289	0.29640326	0.07411426
chr10:80176155:80180940:clu_722_-:PR	-0.022597643	0.01732328	0.016299745	-0.0010235347
chr10:80176155:80205342:clu_722_-:PR	-0.17551127	0.3478086	0.28085452	-0.06695408
chr10:80181455:80205342:clu_722_-:NE	-0.1530915	0.00463281	0.003825801	-0.0008070092
chr10:87288495:87307956:clu_725_-:IN	0.71223265	0.1809268	0.20084876	0.019921958
chr10:87288495:87326629:clu_725_-:IN	0.6404336	0.6074319	0.62759846	0.020166576
chr10:87308060:87326629:clu_725_-:IN	0.69585985	0.13091435	0.14296933	0.01205498
chr10:87320199:87326629:clu_725_-:IN	-0.25650853	0.04652063	0.019601658	-0.026918974
chr10:87324165:87326629:clu_725_-:IN	-1.432926	0.016082322	0.0020897023	-0.01399262
chr10:87325108:87326629:clu_725_-:IN	-0.35909137	0.018124055	0.0068921004	-0.011231955
chr10:87326672:87330891:clu_726_-:IN	-0.71188027	0.12652436	0.017495427	-0.109028935
chr10:87326672:87336785:clu_726_-:IN	1.5336269	0.73214346	0.95622015	0.22407669
chr10:87331096:87336785:clu_726_-:IN	-0.14174852	0.060010217	0.014675084	-0.045335133
chr10:87334814:87336785:clu_726_-:IN	-0.6799984	0.081321985	0.011609256	-0.06971273
chr10:89228398:89245675:clu_730_-:PR	-0.24398863	0.6428654	0.64806914	0.005203724
chr10:89228398:89251736:clu_730_-:PR	0.5220303	0.0033151128	0.0071891462	0.0038740335
chr10:89247649:89251736:clu_730_-:PR	-0.27804175	0.35381943	0.3447417	-0.009077728
chr10:92475994:92478644:clu_737_-:PR	-0.6431935	0.06358326	0.05262768	-0.010955583
chr10:92475994:92479276:clu_737_-:PR	-0.548479	0.40530655	0.3687984	-0.036508143
chr10:92478789:92479276:clu_737_-:UP	1.9639974	0.0055911103	0.062756404	0.057165295
chr10:92478789:92483254:clu_737_-:PR	-0.4188916	0.030003829	0.03107858	0.0010747518
chr10:92479421:92480792:clu_737_-:PR	0.30121702	0.014890774	0.031691365	0.01680059
chr10:92479421:92483254:clu_737_-:PR	-0.5472039	0.45050365	0.4104474	-0.04005626
chr10:92480916:92483254:clu_737_-:PR	-0.10744625	0.030120896	0.042600166	0.01247927
chr10:93670848:93672041:clu_740_-:UP	-1.7596241	0.06062341	0.0019080127	-0.0587154
chr10:93670848:93676652:clu_740_-:PR	1.759624	0.9393766	0.998092	0.058715403
chr10:95633049:95633490:clu_753_-:PR	0.14543813	0.85332894	0.88613236	0.032803416
chr10:95633049:95633496:clu_753_-:PR	-0.14543812	0.14667104	0.1138677	-0.03280334
chr10:95687159:95687246:clu_755_-:PR	-0.1497965	0.44563493	0.48907736	0.043442428
chr10:95687159:95692919:clu_755_-:PR	0.48610368	0.0051944167	0.010767207	0.00557279
chr10:95687719:95692919:clu_755_-:PR	-0.3363073	0.5491706	0.50015545	-0.049015164
chr10:96192092:96196907:clu_759_-:PR	1.6650219	0.5181979	0.64659274	0.12839484
chr10:96192092:96200074:clu_759_-:PR	-2.808303	0.0046602353	6.634417e-05	-0.004593891
chr10:96197063:96200074:clu_759_-:PR	1.1432818	0.4771419	0.3533409	-0.12380099
chr10:96527496:96528030:clu_763_-:PR	5.0023317	0.9880618	0.99999946	0.011937678
chr10:96527545:96528030:clu_763_-:UP	-5.0023313	0.011938161	5.4598775e-07	-0.011937615
chr10:97436551:97437190:clu_770_-:PR	-0.00085785985	0.4891062	0.5799068	0.09080061
chr10:97437750:97438662:clu_770_-:UP	0.419703	0.020774528	0.037508823	0.016734295
chr10:97437750:97438669:clu_770_-:PR	-0.4188452	0.49011925	0.38258433	-0.107534915
chr10:97441259:97443236:clu_771_-:PR	-0.30803692	0.507329	0.48483965	-0.02248934
chr10:97441259:97445731:clu_771_-:PR	1.1867504	0.014967459	0.06377263	0.048805173
chr10:97443311:97445452:clu_771_-:UP	0.6446563	0.0050844825	0.012598085	0.0075136027
chr10:97443311:97445731:clu_771_-:PR	-0.3306807	0.46749392	0.4367675	-0.030726433
chr10:97445606:97445731:clu_771_-:UP	-1.1926892	0.0051251464	0.0020221581	-0.0031029882
chr10:97459282:97459361:clu_772_-:PR	-0.39935955	0.56207186	0.55088705	-0.011184812
chr10:97459282:97459658:clu_772_-:PR	1.4912268	0.0008821042	0.005726138	0.004844034
chr10:97459505:97459658:clu_772_-:PR	-0.73416317	0.0099272225	0.0069613764	-0.002965846
chr10:97459526:97459658:clu_772_-:PR	-0.3577043	0.4271188	0.43642545	0.009306639
chr10:97466156:97466503:clu_773_-:PR	-0.10407699	0.15695824	0.13133676	-0.025621474
chr10:97466159:97466503:clu_773_-:PR	0.10407698	0.8430418	0.86866325	0.025621474
chr10:97467583:97468251:clu_774_-:PR	0.085756	0.53052825	0.5903704	0.05984217
chr10:97467583:97469645:clu_774_-:PR	-0.27426252	0.005033199	0.003907564	-0.0011256351
chr10:97467603:97468251:clu_774_-:UP	0.37627795	0.019606933	0.029174125	0.009567192
chr10:97469104:97469645:clu_774_-:PR	-0.18777138	0.44483158	0.37654787	-0.06828371
chr10:97476744:97476834:clu_775_-:PR	-0.11049442	0.5006229	0.48944727	-0.011175662
chr10:97476744:97477346:clu_775_-:PR	0.20507634	0.041755505	0.055970546	0.014215041
chr10:97476963:97477346:clu_775_-:PR	-0.094581954	0.45762157	0.45458215	-0.0030394197
chr10:97477404:97477854:clu_776_-:PR	-0.07114865	0.060011275	0.05246922	-0.007542055
chr10:97477416:97477854:clu_776_-:PR	0.07114864	0.9399887	0.9475308	0.0075421333
chr10:97478389:97480240:clu_777_-:PR	-0.11542173	0.039035786	0.04494933	0.0059135444
chr10:97478389:97480941:clu_777_-:PR	-0.29254562	0.93222815	0.89920485	-0.033023298
chr10:97480357:97480941:clu_777_-:PR	0.4079674	0.02873598	0.055845905	0.027109925
chr10:97481042:97484102:clu_778_-:PR	-0.65094656	0.5554265	0.50839484	-0.04703164
chr10:97481042:97498272:clu_778_-:UP	1.3827325	0.018904544	0.13223802	0.11333347
chr10:97484151:97498272:clu_778_-:PR	-0.73178625	0.42566904	0.35936716	-0.06630188
chr10:98425720:98425817:clu_785_-:PR	-0.45580566	0.5184868	0.5114358	-0.007050991
chr10:98425720:98427214:clu_785_-:PR	0.9049388	0.0036519966	0.014045837	0.010393841
chr10:98425985:98427214:clu_785_-:PR	-0.4491333	0.47786117	0.47451836	-0.0033428073
chr10:98429642:98429790:clu_786_-:PR	0.04727425	0.38481086	0.39646888	0.011658013
chr10:98429642:98430570:clu_786_-:PR	-0.086737104	0.20926587	0.18856442	-0.020701453
chr10:98429889:98430570:clu_786_-:PR	0.039462864	0.40592325	0.41496667	0.009043425
chr10:98430670:98431130:clu_787_-:PR	0.49119842	0.47344947	0.4811124	0.007662922
chr10:98430670:98433939:clu_787_-:PR	-0.7691571	0.0745651	0.021485383	-0.053079717
chr10:98430670:98433982:clu_787_-:PR	-0.69146705	0.020449987	0.006368555	-0.014081432
chr10:98431291:98433939:clu_787_-:UP	0.31018513	0.07828752	0.06638232	-0.011905201
chr10:98431291:98433982:clu_787_-:PR	0.6592407	0.35324803	0.42465135	0.071403325
chr10:98434091:98435271:clu_788_-:PR	-0.6308675	0.39076912	0.29211524	-0.09865388
chr10:98434091:98435634:clu_788_-:PR	1.3385671	0.061336964	0.3286025	0.26726553
chr10:98435414:98435634:clu_788_-:PR	-0.70769995	0.5478939	0.37928227	-0.16861162
chr10:98435772:98443123:clu_789_-:PR	0.6760332	0.71307355	0.90571696	0.1926434
chr10:98442957:98443123:clu_789_-:NE	-0.67603314	0.28692645	0.0942831	-0.19264334
chr10:98445404:98446806:clu_790_-:PR	-0.14499299	0.06712675	0.051092546	-0.016034205
chr10:98445413:98446806:clu_790_-:PR	0.14499298	0.93287325	0.9489075	0.016034245
chr10:99612599:99613695:clu_791_-:PR	-0.49552774	0.4213353	0.46836278	0.04702747
chr10:99612599:99620044:clu_791_-:PR	1.2153587	0.0033499496	0.020607315	0.017257366
chr10:99613924:99620044:clu_791_-:PR	-0.7198311	0.5753147	0.5110299	-0.0642848
chr10:99713479:99716347:clu_792_-:PR	-0.22753158	0.0730203	0.047595244	-0.025425058
chr10:99714718:99716347:clu_792_-:PR	0.22753157	0.92697966	0.95240474	0.025425076
chr10:100190968:100192458:clu_795_-:UP	1.36133	0.02371352	0.26991564	0.24620213
chr10:100190968:100193297:clu_795_-:PR	-1.3613299	0.9762865	0.73008436	-0.24620211
chr10:100235764:100236849:clu_796_-:PR	0.1308093	0.46754724	0.5087627	0.04121548
chr10:100235764:100238021:clu_796_-:PR	-0.10415996	0.053977545	0.046436246	-0.007541299
chr10:100236969:100238021:clu_796_-:PR	-0.026649319	0.4784752	0.44480106	-0.03367415
chr10:100253539:100256261:clu_799_-:PR	0.3995548	0.24482651	0.2470474	0.002220884
chr10:100253539:100260217:clu_799_-:UP	0.79291034	0.010486917	0.015682014	0.005195097
chr10:100253539:100267570:clu_799_-:UP	2.1967568	0.0069066263	0.042043876	0.03513725
chr10:100256476:100260217:clu_799_-:PR	0.3993891	0.28644076	0.2889912	0.002550453
chr10:100256476:100260965:clu_799_-:PR	-5.658434	0.0072663175	1.7150835e-05	-0.0072491667
chr10:100256476:100267570:clu_799_-:UP	1.3658515	0.0048707174	0.012917309	0.008046592
chr10:100260319:100260965:clu_799_-:PR	0.34498802	0.27672276	0.26440436	-0.0123184025
chr10:100262063:100267570:clu_799_-:PR	0.15898372	0.16247948	0.12889665	-0.03358282
chr10:100281053:100282905:clu_801_-:PR	-0.9552956	0.018177712	0.0027324918	-0.01544522
chr10:100281053:100286096:clu_801_-:PR	0.95529556	0.9818223	0.9972675	0.015445173
chr10:100286213:100286300:clu_802_-:PR	0.49041706	0.009578827	0.01904889	0.009470063
chr10:100286213:100286604:clu_802_-:PR	-0.20281643	0.9438717	0.93843204	-0.005439639
chr10:100286332:100286604:clu_802_-:NE	-0.28760058	0.046549506	0.042519055	-0.004030451
chr10:100489761:100490007:clu_804_-:PR	-0.31854337	0.68885183	0.5757708	-0.11308104
chr10:100489761:100490705:clu_804_-:PR	0.14705124	0.0092016505	0.012251655	0.0030500041
chr10:100490322:100490705:clu_804_-:PR	0.17149208	0.30194652	0.4119775	0.11003098
chr10:100496431:100497134:clu_805_-:PR	0.16572692	0.43446168	0.3902595	-0.04420218
chr10:100496431:100497666:clu_805_-:UP	-0.57136136	0.050555628	0.02172992	-0.028825708
chr10:100497280:100497666:clu_805_-:PR	0.40563452	0.5149827	0.5880106	0.07302791
chr10:100498207:100498704:clu_806_-:PR	-0.22697763	0.41017255	0.34279838	-0.06737417
chr10:100498207:100499159:clu_806_-:UP	0.23475794	0.15212536	0.20174508	0.04961972
chr10:100498804:100499159:clu_806_-:PR	-0.0077803656	0.4377021	0.4554565	0.017754406
chr10:100499598:100500109:clu_808_-:UP	0.049022913	0.23332998	0.23136002	-0.0019699633
chr10:100499598:100502253:clu_808_-:PR	0.25706935	0.44829878	0.54731673	0.09901795
chr10:100500159:100502253:clu_808_-:UP	-0.3060923	0.31837127	0.22132325	-0.097048014
chr10:100506420:100507424:clu_809_-:PR	-0.1623627	0.47387826	0.412554	-0.06132427
chr10:100506420:100507907:clu_809_-:UP	0.07554609	0.016145874	0.017831914	0.0016860403
chr10:100507567:100507907:clu_809_-:PR	0.086816594	0.50997585	0.5696141	0.05963826
chr10:100509102:100509315:clu_811_-:PR	-0.44373685	0.46797743	0.4160792	-0.05189824
chr10:100509102:100516095:clu_811_-:UP	0.8616343	0.041611042	0.13648194	0.094870895
chr10:100509511:100516095:clu_811_-:PR	-0.41789767	0.49041158	0.4474388	-0.042972773
chr10:100516960:100523976:clu_812_-:NE	3.6282463	8.8929555e-06	0.0010961189	0.001087226
chr10:100516960:100526398:clu_812_-:UP	-3.3651836	0.019005079	0.0021501714	-0.016854908
chr10:100516960:100526974:clu_812_-:UP	-4.0190845	0.0062573166	0.00036813412	-0.0058891824
chr10:100523929:100526398:clu_812_-:PR	-1.177694	0.97469896	0.9828532	0.008154213
chr10:100524139:100526398:clu_812_-:PR	4.933717	2.9758115e-05	0.013532417	0.013502658
chr10:100527074:100529365:clu_813_-:UP	-0.8157872	0.015410736	0.003052508	-0.012358228
chr10:100527074:100529379:clu_813_-:PR	0.81578714	0.9845893	0.9969475	0.012358248
chr10:100529506:100529766:clu_814_-:PR	0.44218993	0.9893664	0.99558103	0.0062146187
chr10:100529506:100529857:clu_814_-:PR	-0.4421899	0.010633587	0.0044189384	-0.0062146485
chr10:100983817:100983947:clu_816_-:PR	-0.6726483	0.1743938	0.08560964	-0.088784166
chr10:100983817:100984033:clu_816_-:PR	-0.13002066	0.052825246	0.04461629	-0.008208957
chr10:100983817:100986748:clu_816_-:PR	0.21882285	0.2838323	0.33979303	0.055960715
chr10:100984074:100986748:clu_816_-:PR	-0.44958073	0.16756137	0.102811694	-0.06474967
chr10:100986572:100986686:clu_816_-:PR	0.048396677	0.25581226	0.25826102	0.0024487674
chr10:100986572:100986748:clu_816_-:PR	0.9850303	0.065575086	0.16890837	0.10333329
chr10:100986975:100987089:clu_817_-:PR	-0.4365767	0.5502854	0.5598846	0.009599209
chr10:100986975:100987312:clu_817_-:PR	0.9465456	0.004799893	0.019472625	0.014672732
chr10:100987196:100987312:clu_817_-:PR	-0.50996906	0.4449147	0.42064276	-0.024271935
chr10:101579817:101580247:clu_819_-:PR	0.24362086	0.9789301	0.98695034	0.008020222
chr10:101579838:101580247:clu_819_-:PR	-0.24362083	0.021069905	0.013049678	-0.008020227
chr10:101583681:101584601:clu_820_-:PR	-0.5073188	0.32357374	0.30452996	-0.019043773
chr10:101583681:101584877:clu_820_-:PR	-0.10215985	0.04704012	0.06638707	0.019346952
chr10:101583681:101587245:clu_820_-:PR	0.70367724	0.023440134	0.07405352	0.050613385
chr10:101584720:101584877:clu_820_-:NE	-0.53105855	0.015737068	0.014463405	-0.0012736628
chr10:101586156:101587245:clu_820_-:PR	-0.64939415	0.383969	0.31350932	-0.07045969
chr10:101586156:101588203:clu_820_-:NE	5.259219	8.0224825e-05	0.024117993	0.024037769
chr10:101587200:101588203:clu_820_-:PR	-1.6248237	0.007975511	0.002455213	-0.005520298
chr10:101587406:101587821:clu_820_-:PR	-0.77690417	0.0363994	0.02616204	-0.010237362
chr10:101587406:101587884:clu_820_-:PR	-1.8384823	0.067560844	0.016797123	-0.05076372
chr10:101587406:101588203:clu_820_-:PR	0.06724489	0.09422392	0.15752438	0.06330046
chr10:101584919:101585315:clu_821_-:PR	0.1539284	0.44575822	0.45920122	0.013442993
chr10:101584919:101585861:clu_821_-:PR	-0.2676769	0.024445927	0.016519973	-0.007925954
chr10:101585478:101585861:clu_821_-:PR	0.11374854	0.5297959	0.5242788	-0.0055170655
chr10:101781854:101782257:clu_823_-:PR	0.053360205	0.50477	0.53140885	0.026638865
chr10:101782351:101782477:clu_823_-:PR	-0.0533602	0.49523002	0.4685912	-0.026638806
chr10:101782597:101782838:clu_824_-:PR	-0.36601943	0.5589116	0.5402425	-0.018669128
chr10:101782597:101783272:clu_824_-:UP	0.84580266	0.033232037	0.107917085	0.07468505
chr10:101782924:101783272:clu_824_-:PR	-0.47978336	0.40785635	0.35184047	-0.05601588
chr10:101787523:101790895:clu_825_-:PR	0.14240035	0.44716838	0.49329725	0.04612887
